title,certificate,duration,genre,rating,stars,votes
Madaari,Not Rated,133,"Drama, Thriller",7.6,10,14377
Oggy and the Cockroaches,TV-Y,8,"Animation, Adventure, Comedy",7.4,7,4363
Shéhérazade,TV-MA,109,"Drama, Romance, Thriller",7.1,10,2289
SOMM,Not Rated,94,Documentary,7.0,10,4772
Get Organized with the Home Edit,TV-PG,30,Reality-TV,5.4,7,1561
Gridlocked,R,110,Action,5.8,10,4650
MeatEater,TV-14,21,Documentary,7.5,7,1516
Lu Over the Wall,PG,112,"Animation, Adventure, Comedy",6.8,10,2323
High Risk,R,101,"Action, Comedy, Crime",6.0,12,4326
The Jurassic Games,Not Rated,86,"Action, Horror, Sci-Fi",3.8,10,2776
Athlete A,PG-13,103,"Documentary, Crime, Sport",7.6,12,11138
Candy Jar,TV-14,92,Comedy,5.8,10,5180
Fearless,TV-Y7,89,"Animation, Comedy, Family",4.9,10,1776
Seis Manos,TV-MA,27,"Animation, Action, Adventure",7.1,7,1644
Neo Yokio,TV-MA,23,"Animation, Action, Adventure",5.9,7,3416
"Bob Ross: Happy Accidents, Betrayal & Greed",TV-14,92,Documentary,6.9,10,5981
Nicky Jam: El Ganador,Not Rated,45,"Biography, Music",7.7,7,1170
Tsuredure Children,TV-14,13,"Animation, Short, Comedy",7.3,7,1763
Heart Shot,TV-14,19,"Short, Action, Romance",4.8,10,689
Dope,TV-MA,45,"Documentary, Crime",7.3,1,1687
Lead Me Home,PG-13,39,"Short, Documentary",6.3,3,3640
Tomorrow with You,TV-14,60,"Drama, Fantasy, Romance",7.4,7,1117
Love Jacked,PG-13,100,"Comedy, Romance",5.8,10,2259
Soni,TV-MA,97,"Crime, Drama",7.1,10,2828
Bombay Begums,TV-MA,50,Drama,5.2,7,4915
Operation Varsity Blues,R,100,"Documentary, Crime, Drama",6.9,10,8311
Virunga,Not Rated,100,"Documentary, War",8.2,10,11569
Ultimate Beastmaster,TV-Y7,55,"Game-Show, Reality-TV",7.2,7,2459
Collision,R,101,"Action, Romance, Thriller",5.9,10,3233
Sirius the Jaeger,TV-MA,25,"Animation, Action, History",6.8,7,1984
Hinamatsuri,TV-14,24,"Animation, Comedy, Fantasy",7.9,7,2027
Barbie: Dolphin Magic,TV-G,61,"Animation, Adventure, Family",5.6,10,807
Blackpink: Light Up the Sky,TV-14,79,"Documentary, Music",7.3,10,6617
Bill Nye Saves the World,TV-14,30,"Comedy, Talk-Show",3.8,7,7365
23:59,R,78,Horror,4.5,10,988
Damsels in Distress,PG-13,99,"Comedy, Drama, Romance",5.8,10,9633
Pac-Man and the Ghostly Adventures,TV-Y7,30,"Animation, Action, Adventure",4.5,7,710
Real,Not Rated,137,"Action, Thriller",4.7,10,1469
Lovestruck: The Musical,Not Rated,83,"Comedy, Fantasy, Musical",6.2,10,2451
The Fury of a Patient Man,TV-MA,92,"Crime, Drama, Thriller",6.7,10,12125
40 Years Young,TV-MA,81,Comedy,4.4,10,510
Interior. Leather Bar.,Not Rated,60,Drama,5.0,12,2579
Yu-Gi-Oh!: The Movie - Pyramid of Light,PG,90,"Animation, Action, Adventure",4.9,14,8621
Hangman,TV-MA,85,"Horror, Thriller",4.6,10,2424
Squared Love,TV-14,102,"Comedy, Romance",5.1,10,3227
Johnny Test,TV-Y7,11,"Animation, Action, Adventure",6.3,7,379
Gundala,TV-14,123,"Action, Adventure, Drama",6.1,10,5049
Maximum Conviction,R,98,"Action, Thriller",4.7,10,6953
Ashby,R,100,"Comedy, Crime, Drama",6.4,10,15729
Taylor Tomlinson: Look at You,TV-MA,60,"Documentary, Comedy",7.3,4,2250
Forever Rich,TV-MA,89,"Comedy, Crime, Drama",5.5,10,1052
Freelancers,R,96,"Action, Crime, Drama",4.6,10,10318
The Barkley Marathons: The Race That Eats Its Young,Not Rated,89,"Documentary, Adventure, History",7.7,6,5281
Les de l'hoquei,TV-MA,50,"Drama, Sport",6.9,7,457
Hotel Transylvania: The Series,TV-Y7,21,"Animation, Comedy, Family",5.4,7,743
Angry Birds: Summer Madness,TV-Y7,11,"Animation, Short, Action",5.7,7,673
Airplane Mode,TV-PG,96,"Comedy, Drama, Romance",5.1,10,2649
The Admiral,TV-PG,151,"Action, Biography, Drama",7.0,10,9848
The School Nurse Files,TV-MA,51,"Comedy, Drama, Fantasy",6.4,7,1241
Child of Kamiari Month,TV-PG,99,"Animation, Adventure, Drama",5.9,10,867
Force 2,Not Rated,127,"Action, Adventure, Thriller",6.2,10,5637
Come Sunday,TV-14,106,"Biography, Drama",6.0,10,2328
Zombieland Saga,TV-MA,24,"Animation, Comedy, Fantasy",7.1,7,1204
Christmas Wedding Planner,PG,86,Romance,4.3,10,6019
Jinn,TV-14,30,"Drama, Fantasy, Horror",3.4,7,10184
The Kingdom,TV-MA,52,"Crime, Drama",6.5,7,1414
Arlo the Alligator Boy,TV-Y7,90,"Animation, Adventure, Comedy",6.4,10,1134
My Neighbors the Yamadas,PG,104,"Animation, Comedy, Family",7.1,10,14293
Long Shot,TV-14,40,"Documentary, Crime, Sport",7.4,10,7990
In Family I Trust,TV-MA,97,"Comedy, Romance",6.2,10,3267
The Crimes That Bind,TV-14,99,"Crime, Drama, Thriller",6.7,10,4066
Farewell Amor,Unrated,95,"Drama, Music, Romance",6.9,10,1293
Life in Colour,TV-PG,143,Documentary,8.2,3,3347
Perfect Friday,R,94,"Comedy, Crime",6.4,10,889
Smart People,R,95,"Comedy, Drama, Romance",6.1,10,23145
Procession,R,118,Documentary,7.2,10,1201
Tiger & Bunny,TV-14,25,"Animation, Action, Adventure",7.3,7,1054
Get In,TV-MA,97,"Drama, Horror, Thriller",5.6,10,2822
Elephant White,R,91,"Action, Crime, Thriller",5.0,10,10831
Godzilla Singular Point,TV-14,24,"Animation, Action, Mystery",6.5,7,1721
Drive,Not Rated,147,"Action, Crime, Thriller",3.1,10,7763
The Terror Live,Not Rated,97,"Action, Crime, Thriller",7.1,10,7207
The Family,TV-14,249,Documentary,6.4,7,3678
And Tomorrow the Entire World,TV-MA,111,"Crime, Drama, Romance",6.0,10,3298
Britney vs Spears,TV-MA,93,"Documentary, Biography, Music",6.4,10,7157
Paradise Beach,TV-MA,93,"Action, Crime, Drama",4.6,10,2291
Ali Wong: Don Wong,TV-MA,59,Comedy,6.6,4,2517
Forks Over Knives,PG,90,Documentary,7.7,10,12354
Double Dad,TV-G,103,"Comedy, Drama, Family",5.6,10,1312
Rocky Handsome,Not Rated,119,"Action, Crime, Drama",6.8,10,8468
Let's Dance,TV-MA,109,"Comedy, Drama, Family",5.9,10,1456
Love Me Instead,TV-MA,124,Drama,7.0,10,2676
Long Nights Short Mornings,Not Rated,100,"Drama, Romance",5.4,10,973
Advantageous,Not Rated,90,"Drama, Family, Sci-Fi",6.1,10,5561
Chicago Overcoat,R,94,"Action, Adventure, Crime",5.9,10,1159
Beyond,Not Rated,99,Drama,7.0,10,4059
Eden,TV-Y7,25,"Animation, Action, Adventure",6.6,7,1205
"Money, Explained",TV-14,23,Documentary,6.9,7,2313
Confessions of an Invisible Girl,TV-PG,91,"Comedy, Drama",5.2,10,1111
Wheels of Fortune,R,106,Comedy,5.4,10,831
Undefeated,PG-13,113,"Documentary, Sport",7.7,12,7098
7Seeds,TV-MA,25,"Animation, Action, Adventure",6.3,7,1459
The Fix,TV-MA,30,"Comedy, Talk-Show",7.0,7,1986
Under the Riccione Sun,TV-MA,101,"Comedy, Drama, Romance",5.6,10,2664
Hollywood Darlings,TV-PG,21,Comedy,6.6,7,537
The Devil and Father Amorth,Not Rated,68,Horror,4.6,10,2358
Mercy,TV-MA,90,"Drama, Mystery, Thriller",4.1,10,3519
Imperfect,TV-PG,113,"Comedy, Drama, Family",7.8,10,1141
Gunjan Saxena: The Kargil Girl,TV-14,112,"Action, Biography, Drama",5.6,14,34797
So Not Worth It,TV-14,35,"Comedy, Drama",7.0,7,1135
Any Day Now,R,98,Drama,7.4,10,6354
Caught by a Wave,TV-14,99,"Drama, Romance, Sport",5.8,10,1329
Shiny_Flakes: The Teenage Drug Lord,TV-MA,96,"Documentary, Biography, Crime",7.3,6,4909
Adam Sandler: 100% Fresh,TV-MA,73,"Comedy, Music",7.5,10,5309
Jinn,PG-13,97,"Fantasy, Horror, Thriller",4.1,10,4745
Heartbeats,PG,107,"Comedy, Drama, Music",5.3,10,839
Grudge,TV-MA,105,"Crime, Drama, Mystery",5.5,10,4348
Fullmetal Alchemist: The Sacred Star of Milos,TV-PG,110,"Animation, Action, Adventure",6.9,10,5044
Je Suis Karl,TV-MA,126,"Drama, Romance, Thriller",5.5,10,1177
Hate Story,Not Rated,140,"Drama, Thriller",5.3,10,3782
Grizzy and the Lemmings,TV-Y7,7,"Animation, Comedy, Family",7.1,5,627
The Bloodstained Butterfly,Not Rated,99,"Mystery, Thriller",6.3,10,1755
Ultraviolet,TV-MA,60,Crime,6.9,7,1636
Toolsidas Junior,TV-14,132,"Drama, Family, Sport",7.4,10,2162
A Secret Love,TV-MA,81,"Documentary, Drama",7.8,10,4469
Keep Your Hands Off Eizouken!,TV-PG,24,"Animation, Comedy, Drama",8.2,7,1596
Pelé,TV-14,108,"Documentary, Biography, Sport",7.0,12,4356
By the Grace of the Gods,TV-14,23,"Animation, Adventure, Fantasy",7.1,7,861
A Christmas Prince: The Royal Wedding,TV-PG,92,"Drama, Romance",5.3,10,10805
"Sleep, My Love",Passed,97,"Drama, Film-Noir, Mystery",6.8,10,1827
May the Devil Take You Too,Not Rated,110,"Fantasy, Horror, Mystery",6.0,10,1055
Jin Xiu Wei Yang,TV-14,45,"Drama, History, Romance",7.8,7,843
Rabbids Invasion,TV-Y7,21,"Animation, Comedy, Family",5.3,7,1975
Middle of Nowhere,R,97,Drama,6.5,10,1859
Delete,TV-14,180,"Action, Drama, Sci-Fi",5.4,7,1321
The Forty-Year-Old Version,R,123,"Comedy, Drama",7.2,10,5073
The Toys That Made Us,TV-14,46,"Documentary, Comedy, History",8.0,7,5709
Imperial Dreams,TV-MA,87,Drama,6.7,10,4549
Silver Spoon,TV-14,52,"Crime, Drama",7.6,7,1635
Generation 56K,TV-14,30,"Comedy, Drama, Romance",7.4,7,2496
Kono Oto Tomare!,TV-14,23,"Animation, Drama, Music",7.9,7,918
I'll Be Home for Christmas,TV-G,84,"Drama, Family, Romance",6.1,10,2519
One-Way to Tomorrow,TV-MA,90,"Comedy, Drama, Romance",5.6,10,5035
History of Swear Words,TV-MA,124,"Documentary, Comedy",6.4,7,4966
John Mulaney & the Sack Lunch Bunch,TV-PG,70,"Comedy, Family, Musical",7.4,10,3561
"My Brother, My Sister",TV-14,110,Drama,6.0,10,979
Misha and the Wolves,PG-13,90,"Documentary, Drama",6.7,10,2613
Ricky Gervais: Humanity,TV-MA,79,Comedy,7.9,4,20850
The Turning Point,TV-MA,97,"Crime, Drama",6.2,10,722
Astra Lost in Space,TV-14,23,"Animation, Action, Adventure",8.0,7,1417
InuYasha: The Final Act,TV-14,24,"Animation, Action, Adventure",8.5,7,3102
Eating Out: The Open Weekend,Not Rated,82,Comedy,5.4,10,2389
The Challenger,PG-13,95,"Drama, Sport",5.5,10,1394
Love Like the Falling Petals,TV-14,128,"Drama, Romance",6.4,10,475
Sundown,R,103,"Action, Adventure, Comedy",5.3,10,2387
The Warning,TV-MA,92,"Adventure, Crime, Drama",5.9,10,6425
Was It Love,TV-MA,70,"Comedy, Drama, Romance",7.1,7,920
Take Your Pills,TV-14,87,Documentary,6.3,10,5207
Life Itself,R,121,"Documentary, Biography",7.8,10,15763
The Final Table,TV-PG,60,Reality-TV,7.6,7,4255
Ethan Frome,PG,99,"Drama, Romance",6.2,10,2166
Kevin Hart: What Now?,R,96,"Documentary, Comedy",5.9,12,9557
Bright: Samurai Soul,TV-14,80,"Animation, Action, Adventure",5.5,10,864
The Hype House,TV-MA,36,Reality-TV,2.1,7,2955
Awake,Not Rated,92,"Action, Thriller",5.0,12,3567
The Confession Tapes,TV-MA,46,"Documentary, Crime",7.5,7,5428
Adventures in Zambezia,G,83,"Animation, Adventure, Comedy",5.7,10,7297
God Eater,TV-14,24,"Animation, Action, Sci-Fi",6.9,7,2034
Challenger: The Final Flight,TV-14,179,"Documentary, History",7.8,7,7056
Out of Reach,R,86,"Action, Crime, Drama",4.0,10,4952
It's Bruno!,TV-MA,15,Comedy,7.4,7,2958
Pyaar Ka Punchnama 2,Not Rated,137,"Comedy, Drama, Romance",7.3,10,15310
Alien Warfare,Not Rated,88,"Action, Mystery, Sci-Fi",2.6,10,3556
The Orbital Children,TV-14,38,"Animation, Adventure, Drama",6.4,7,623
Wilbur Wants to Kill Himself,R,109,"Comedy, Drama, Romance",6.8,10,7890
Breaking Boundaries: The Science of Our Planet,TV-PG,73,Documentary,7.8,10,2786
Sardar Ka Grandson,TV-14,139,"Comedy, Drama, Romance",4.2,10,4598
Ginny Weds Sunny,TV-MA,125,"Comedy, Drama, Romance",5.7,10,4838
One Day We'll Talk About Today,TV-14,121,"Drama, Family",7.4,10,1187
Sarah Cooper: Everything's Fine,TV-MA,49,Comedy,5.5,10,1740
Christmas Wonderland,TV-G,120,"Comedy, Drama, Romance",5.9,10,3115
Dead in Tombstone,R,100,"Action, Fantasy, Horror",4.8,10,5623
No Way Out,R,90,"Action, Crime, Drama",6.7,10,1935
The Crew,TV-MA,81,"Action, Crime, Drama",6.3,10,5174
Feels Like Ishq,TV-MA,32,"Comedy, Drama, Romance",6.4,7,1569
Stand Out: An LGBTQ+ Celebration,TV-MA,96,"Documentary, Comedy",6.0,12,694
Underdogs,PG,85,"Animation, Adventure, Family",6.4,10,9713
I Am Vengeance: Retaliation,R,90,Action,3.5,10,2915
Numberblocks,TV-Y,5,Animation,8.6,7,227
Super Wings!,TV-Y,15,"Animation, Adventure, Family",5.9,7,333
Hurts Like Hell,TV-MA,200,"Biography, Drama, Sport",7.4,7,247
"Strip Down, Rise Up",R,112,Documentary,5.3,10,678
Bongwater,R,97,"Comedy, Drama, Romance",5.3,10,4434
Dinotrux,TV-Y7-FV,23,"Animation, Short, Action",6.7,7,468
Ali's Wedding,TV-MA,110,"Comedy, Drama, Romance",6.9,10,5063
Beauty and the Dogs,TV-MA,100,"Crime, Drama, Thriller",7.0,10,2262
Beyond Stranger Things,TV-PG,21,"Documentary, Talk-Show",7.4,7,2067
Good Sam,TV-PG,89,"Comedy, Drama, Romance",5.7,10,3023
The Innocence Files,TV-MA,573,"Documentary, Crime",7.9,7,2811
King Jack,Not Rated,81,"Adventure, Drama",6.9,10,3274
Earth and Blood,TV-MA,80,"Action, Crime, Drama",5.2,10,2637
Almost Love,Not Rated,94,"Comedy, Drama, Romance",5.7,10,1158
"Frankenstein's Monster's Monster, Frankenstein",TV-14,32,"Short, Comedy",5.8,10,2222
Bundy and the Green River Killer,Not Rated,85,"Crime, Drama, Thriller",3.4,10,1112
True and the Rainbow Kingdom,TV-Y,22,"Animation, Short, Adventure",7.0,7,462
Destry,Approved,95,Western,6.6,10,1465
Stalked by My Doctor: The Return,TV-14,97,Thriller,5.7,10,865
My Only Love Song,TV-14,30,"Comedy, Fantasy, Romance",7.0,7,689
Historical Roasts,TV-MA,30,Comedy,5.4,7,1731
Shirkers,TV-14,97,Documentary,7.4,10,5215
Winter in Wartime,R,103,"Drama, History, War",7.0,10,12952
Ankahi Kahaniya,TV-14,110,"Drama, Romance",5.5,14,896
Barbie Dreamhouse Adventures,TV-Y,22,"Animation, Comedy, Family",6.7,7,555
Citrus,TV-14,24,"Animation, Drama, Romance",6.5,7,2212
Go! Go! Cory Carson,TV-Y,11,"Animation, Short, Adventure",7.8,7,250
Fortune Seller: A TV Scam,TV-14,45,"Documentary, Biography, Crime",6.4,5,69
Jo Pil-ho: The Dawning Rage,Not Rated,127,"Action, Crime, Drama",6.3,12,2246
That Girl in Yellow Boots,Not Rated,103,"Crime, Drama, Mystery",6.6,10,3831
Jagame Thandhiram,TV-MA,158,"Action, Crime, Drama",5.8,10,11860
Chloe and Theo,PG-13,81,"Comedy, Drama",5.7,10,1717
Flint Town,TV-MA,45,"Documentary, Crime",7.8,7,3745
"Live Twice, Love Once",TV-MA,101,"Comedy, Drama",7.2,10,6667
Lego City Adventures,TV-Y7,22,"Animation, Short, Action",6.7,7,199
Plan de fuga,Not Rated,105,"Action, Adventure, Crime",5.6,10,1909
A Wish For Christmas,TV-G,84,"Drama, Family, Fantasy",5.9,10,4787
Sharkdog,TV-Y,7,"Animation, Short, Adventure",5.9,7,174
Zero,TV-MA,27,"Action, Comedy, Drama",5.7,7,1326
Hannah Gadsby: Nanette,TV-MA,69,"Documentary, Comedy",8.1,6,12529
The Last of Robin Hood,R,94,"Biography, Drama, Romance",5.7,12,2278
Toro,PG-13,105,"Action, Adventure, Crime",5.9,10,3288
Crime of Passion,Approved,86,"Crime, Drama, Film-Noir",6.4,10,2442
Tigertail,PG,91,Drama,6.6,10,3635
Casting JonBenet,TV-14,80,"Documentary, Crime, Drama",6.1,10,5471
Coin Heist,TV-14,97,"Crime, Drama, Romance",4.8,10,2758
The Mansion,PG-13,100,"Comedy, Horror",4.6,10,2712
Inspector Gadget,TV-Y7,22,"Animation, Action, Adventure",4.5,7,638
The Legend of Cocaine Island,TV-MA,83,Documentary,6.3,10,3365
Expelled,PG-13,85,Comedy,4.7,10,6765
Monthly Girls' Nozaki-kun,TV-PG,23,"Animation, Comedy, Romance",7.6,7,3549
The Doll 3,TV-MA,115,"Horror, Thriller",4.7,10,146
Sakho & Mangane,TV-MA,52,"Action, Mystery",6.4,7,139
In Her Hands,PG-13,92,Documentary,5.2,6,13
Dawn of the Croods,TV-Y7,23,"Animation, Short, Adventure",5.8,7,735
"Michael Bolton's Big, Sexy Valentine's Day Special",TV-MA,54,"Comedy, Music, Musical",6.8,12,2149
Strange Weather,R,92,Drama,6.0,10,1597
Rocko's Modern Life: Static Cling,TV-Y7,45,"Animation, Action, Adventure",6.9,12,3917
The Adventures of Super Mario Bros. 3,TV-Y7,11,"Animation, Adventure, Comedy",7.1,7,1686
The Keeper,R,94,"Action, Crime, Thriller",5.0,10,4650
The Titan Games,TV-G,60,"Game-Show, Reality-TV",7.1,7,3531
Manny & Lo,R,88,"Comedy, Drama",6.6,10,2096
Street Food: Asia,TV-G,30,Documentary,7.9,7,2882
The Guide to the Perfect Family,TV-MA,102,"Comedy, Drama",6.4,10,1726
The Prey,R,105,"Action, Crime, Drama",6.6,10,5578
Inside Bill's Brain: Decoding Bill Gates,TV-14,52,Documentary,7.8,5,11017
Fastest Car,TV-MA,45,"Documentary, Reality-TV",7.1,7,1351
Savage Dog,TV-14,94,"Action, Drama",4.9,10,3324
Merry Kissmas,Unrated,89,"Comedy, Drama, Romance",5.3,10,3216
El Hijo,TV-MA,92,"Drama, Mystery, Thriller",5.4,10,3652
DNA,TV-MA,90,Drama,6.0,10,1080
Hate Story 3,Not Rated,126,"Drama, Thriller",4.5,10,3267
Brother,TV-MA,96,Drama,6.7,10,1127
The Disappearance of Madeleine McCann,TV-14,60,"Documentary, Crime, Mystery",6.6,7,10833
This Is a Robbery: The World's Greatest Art Heist,TV-MA,210,"Documentary, Crime, History",6.5,7,4429
Nanking,R,88,"Biography, History, War",7.7,12,3504
"Bikram: Yogi, Guru, Predator",TV-MA,86,"Documentary, Crime",6.7,10,7651
Bodyguard,Not Rated,130,"Action, Comedy, Drama",4.7,10,26121
Designing Miami,TV-MA,40,Reality-TV,6.3,1,33
World's Most Wanted,TV-14,45,"Documentary, Crime",7.1,7,2591
We Couldn't Become Adults,TV-MA,124,"Drama, Romance",6.5,10,758
Huge in France,TV-MA,30,Comedy,6.8,7,2877
Time Share,TV-MA,96,"Drama, Mystery, Thriller",5.9,10,2829
Spivak,TV-MA,91,Comedy,5.6,12,762
The Waiter,TV-MA,104,"Comedy, Crime, Mystery",6.0,10,1187
In Their Skin,Not Rated,97,"Horror, Thriller",5.3,10,5487
The Real Miyagi,TV-14,80,"Documentary, Action, Biography",7.1,10,1001
Stay on Board: The Leo Baker Story,TV-MA,72,"Documentary, Sport",6.4,10,291
Asakusa Kid,TV-MA,122,"Biography, Drama",7.1,10,1311
Too Hot to Handle: Latino,TV-MA,36,"Game-Show, Reality-TV, Romance",5.3,7,298
Just Say Yes,TV-MA,97,"Comedy, Romance",4.5,12,1990
Act of Vengeance,Not Rated,119,"Action, Drama",5.7,10,15163
The Hunting Ground,PG-13,103,Documentary,7.4,10,6329
At the Devil's Door,Not Rated,91,Horror,4.7,10,7184
Can You Hear Me,TV-MA,30,"Comedy, Drama",7.7,7,726
Brotherly Love,R,89,Drama,6.5,10,1926
Audrie & Daisy,TV-14,95,"Documentary, Crime",7.2,12,6669
Prince of Peoria,TV-Y7,25,"Comedy, Family",5.9,7,492
Navy Seals vs. Zombies,Not Rated,97,"Action, Horror",3.3,10,2218
I'm Reed Fish,PG,93,"Comedy, Drama, Romance",5.7,10,4384
Shaitan,Not Rated,121,"Action, Crime, Drama",7.2,10,8532
The Square,Not Rated,95,"Documentary, Drama, History",8.0,10,9074
Secrets of the Saqqara Tomb,TV-PG,113,"Documentary, History",7.2,12,6434
Booba,TV-Y7,96,"Animation, Comedy, Family",7.0,7,428
Adventure Beast,TV-MA,20,"Animation, Adventure, Comedy",5.2,7,589
Terrace House,TV-14,30,"Drama, Reality-TV",8.1,7,1692
Lost Tapes,TV-14,30,"Horror, Mystery, Sci-Fi",6.1,7,907
LoliRock,TV-Y,26,"Animation, Action, Adventure",7.2,7,472
1898: Our Last Men in the Philippines,R,105,"Drama, History, War",6.5,10,3403
Secrets of Summer,TV-Y,35,"Drama, Family",6.1,7,142
Grandmaster,Not Rated,100,"Action, Thriller",6.9,10,2241
"Fat, Sick & Nearly Dead",Not Rated,97,Documentary,7.5,12,8765
UnHung Hero,Unrated,84,Documentary,5.6,10,2671
Hyperdrive,TV-PG,29,Reality-TV,8.0,7,2659
Ugly Delicious,TV-MA,50,Documentary,7.8,7,3567
Escorts,Not Rated,47,Documentary,5.1,6,445
Trial by Media,TV-MA,61,"Documentary, Crime",7.1,7,3228
Archibald's Next Big Thing,TV-Y7,24,"Animation, Short, Adventure",7.5,7,293
Re: Mind,TV-MA,30,"Mystery, Thriller",4.9,7,1635
Night on Earth,TV-PG,290,Documentary,8.1,5,4435
Murder by the Coast,TV-MA,88,"Documentary, Crime, History",6.5,3,2204
Hulk: Where Monsters Dwell,PG,75,"Animation, Action, Fantasy",5.3,12,1216
Bo Burnham: Make Happy,TV-MA,60,"Comedy, Music",8.3,6,15207
Kevin Hart: Irresponsible,TV-MA,60,Comedy,6.5,4,4611
Ghost Lab,TV-MA,117,"Drama, Horror, Thriller",5.2,10,1459
Patriot Act with Hasan Minhaj,TV-MA,25,"Comedy, News, Talk-Show",8.3,7,7378
Root Cause,TV-14,73,"Documentary, Adventure, Biography",4.8,10,1337
Sempre più bello,TV-14,105,"Comedy, Drama, Romance",5.4,10,517
Tiger Orange,Unrated,75,Drama,6.5,10,1417
Love Is Blind: Japan,TV-PG,50,"Reality-TV, Romance",7.1,5,578
Oggy and the Cockroaches: Next Generation,TV-Y7,7,"Animation, Short, Adventure",6.1,1,42
RuPaul's Drag Race: Untucked!,TV-14,21,Reality-TV,7.7,7,3485
Rock My Heart,TV-PG,105,Drama,6.5,10,1032
Test,TV-MA,89,"Drama, History, Romance",6.4,10,1641
House of the Rising Sun,R,90,Thriller,4.3,10,3567
Tony Robbins: I Am Not Your Guru,Not Rated,115,Documentary,6.6,10,4431
Today We Fix the World,TV-14,113,"Comedy, Drama",6.2,10,1020
Miss India,TV-PG,136,Drama,3.6,10,2130
What's Up with Cinta?,TV-14,112,"Drama, Romance",7.7,10,2869
Kore wa Zombie desu ka?,TV-MA,25,"Animation, Action, Comedy",6.9,7,1764
Bo Burnham: what.,TV-MA,60,"Comedy, Music",8.3,6,12046
Where on Earth Is Carmen Sandiego?,TV-Y7,21,"Animation, Action, Adventure",7.2,7,1993
City of Tiny Lights,Not Rated,110,"Crime, Drama, Mystery",5.5,10,2407
El Final del Paraíso,TV-MA,44,"Action, Drama",5.1,7,227
Secret People,Approved,96,"Crime, Drama",6.2,10,673
Mutants,R,95,"Drama, Horror, Sci-Fi",5.5,10,4139
Money Heist: The Phenomenon,TV-14,57,Documentary,7.5,12,3515
Children of the Whales,TV-MA,24,"Animation, Drama, Fantasy",7.0,7,1597
Welcome to Wedding Hell,TV-14,35,"Drama, Romance",6.1,7,152
Take the 10,Not Rated,80,Comedy,4.7,10,3191
Cloudy with a Chance of Meatballs,TV-Y7,30,"Animation, Adventure, Comedy",3.3,7,774
Battle: Freestyle,TV-MA,88,"Drama, Music, Romance",4.4,10,420
Queen Sono,TV-MA,43,"Action, Crime, Drama",6.0,7,1262
Chef's Table: France,TV-14,46,Documentary,8.2,3,1751
Tribhanga,TV-MA,95,"Drama, Family",6.2,10,2975
The Puffy Chair,R,85,"Comedy, Drama, Romance",6.5,12,5135
More than Blue: The Series,TV-14,50,"Drama, Romance",7.8,7,325
Ore no imouto ga konna ni kawaii wake ga nai,TV-14,25,"Animation, Comedy, Drama",6.4,7,1535
The Axe Murders of Villisca,Not Rated,78,Horror,4.1,10,1926
The Submarine Kid,Unrated,109,"Drama, Romance",5.6,10,879
"What Happened, Miss Simone?",Not Rated,101,"Documentary, Biography, Music",7.6,10,13970
Snoop Dogg's F*Cn Around Comedy Special,TV-MA,67,"Documentary, Comedy",5.2,10,473
The Players,TV-MA,88,Comedy,4.7,10,1675
Deca-Dence,TV-14,23,"Animation, Action, Adventure",7.0,7,1237
Word Party,TV-Y,11,"Animation, Family",5.5,7,355
Sugar Rush,TV-PG,55,"Game-Show, Reality-TV",7.0,7,1560
Bartkowiak,TV-MA,91,"Action, Crime, Sport",5.1,10,1237
Kuromukuro,TV-14,24,"Animation, Action, Sci-Fi",7.2,7,1303
Super Why!,TV-Y,30,"Animation, Family",6.0,7,911
Dear Ex,TV-MA,100,"Comedy, Drama, Romance",7.3,12,6421
Further Tales of the City,TV-MA,180,"Drama, Mystery, Romance",7.6,7,1568
Us and Them,Not Rated,120,"Drama, Romance",7.3,10,4311
The Oscars,TV-14,187,Music,5.7,10,1575
Temporada de Verão,TV-14,45,"Drama, Romance",5.7,7,303
Polycarp,Not Rated,85,"Crime, Horror, Romance",3.0,10,1067
Mo Amer: The Vagabond,TV-MA,56,"Documentary, Comedy",7.3,4,929
Cleo & Cuquin,TV-Y,7,"Animation, Family",8.0,7,100
Big Fish & Begonia,PG-13,100,"Animation, Adventure, Drama",7.0,12,6305
The Amityville Haunting,Not Rated,86,Horror,2.6,10,2384
Newly Rich,TV-PG,96,"Comedy, Drama, Family",6.6,10,689
Tarung Sarung,TV-14,115,"Action, Adventure, Drama",6.0,10,203
Smile PreCure!,TV-PG,24,"Animation, Action, Adventure",6.2,7,406
Sins of Our Mother,TV-14,141,"Documentary, Crime, Mystery",7.0,7,1918
Me Him Her,Not Rated,98,"Comedy, Romance",5.2,10,1530
The Makeover,TV-PG,93,Comedy,5.7,10,3199
You've Got This,TV-MA,111,"Comedy, Romance",5.8,10,1319
Team Foxcatcher,TV-14,90,"Documentary, Biography, Crime",7.3,10,6688
Hisss,Not Rated,98,"Comedy, Drama, Horror",2.9,10,1804
Hurricane Bianca,TV-MA,84,"Comedy, Drama",5.8,10,6462
Dogs,TV-PG,50,"Documentary, History, Reality-TV",7.9,5,1295
Beat Bugs,TV-Y,24,"Animation, Short, Adventure",7.6,7,526
Fanático,TV-MA,10,"Comedy, Drama, Music",5.1,7,147
The 3rd Eye,TV-MA,107,"Drama, Fantasy, Horror",5.1,10,1458
Revenger,Not Rated,101,"Action, Crime, Thriller",5.7,10,4382
UFO,TV-MA,109,Drama,4.7,10,827
Destruction Los Angeles,Not Rated,93,"Action, Adventure, Thriller",4.0,10,3676
