title,certificate,duration,genre,rating,stars,votes
Requiem for the American Dream,Not Rated,73,"Documentary, Biography, News",8.1,14,9838
Headspace Guide to Meditation,TV-G,173,"Documentary, Animation",8.4,1,1602
This Earth of Mankind,TV-MA,181,"Drama, History",6.9,10,767
Zero to Hero,TV-14,102,"Biography, Drama, Sport",6.7,10,922
Namaste Wahala,TV-14,106,"Drama, Romance",5.1,10,1567
212 Warrior,TV-14,123,"Action, Adventure, Comedy",6.9,10,1527
Check Point,TV-MA,97,"Action, Thriller, War",3.2,10,1086
We Are the Champions,TV-MA,30,"Documentary, Game-Show",7.1,7,1447
Juanita,TV-MA,90,Drama,6.0,10,2401
The 11th Hour,Not Rated,97,"Drama, Thriller",4.9,10,1801
All the Queen's Men,PG-13,99,"Action, Comedy, Drama",4.7,10,2669
Lady-Like,R,82,"Comedy, Romance",5.2,10,7014
Circus of Books,Not Rated,92,"Documentary, Biography, History",7.1,10,4669
Battle Ground,R,95,"Action, Drama, War",4.9,12,2061
Countdown: Inspiration4 Mission to Space,TV-14,244,Documentary,7.8,7,1915
The Last Runway,TV-MA,107,"Action, Crime, Drama",5.9,12,739
All Is Well,TV-MA,90,Drama,6.5,10,1453
Drug Lords,TV-MA,42,Documentary,6.8,7,1360
Whitney,R,120,"Documentary, Biography, Drama",7.3,10,7413
Seventeen,TV-MA,99,Drama,7.2,10,4111
Borderline,TV-14,30,Comedy,7.1,7,1547
Nightworld: Door of Hell,TV-MA,92,"Horror, Thriller",4.4,10,2301
Dolly Kitty and Those Twinkling Stars,TV-MA,126,"Comedy, Drama",5.5,10,7626
We the People,TV-PG,3,"Animation, Short, Comedy",3.7,7,760
Lionheart,TV-PG,95,Comedy,5.7,10,1488
Sunday's Illness,PG-13,113,Drama,6.9,10,3619
Zeitgeist: Moving Forward,Not Rated,161,Documentary,8.1,10,18472
Splatter,TV-14,29,"Comedy, Horror",3.2,7,634
Black Beach,TV-MA,110,Drama,5.6,10,1615
Becoming,PG,89,"Documentary, Biography",6.9,10,6391
Sarah and Duck,TV-G,7,"Animation, Short, Family",8.3,7,756
Secrets of Great British Castles,TV-PG,45,"Documentary, History",7.7,7,1092
Maktub,TV-MA,100,"Comedy, Drama",7.3,10,2764
Bettie Page Reveals All,R,101,"Documentary, Biography",7.1,10,1550
Maria,TV-MA,90,"Action, Crime, Drama",5.0,10,2196
Bill Burr: Paper Tiger,TV-MA,67,Comedy,8.1,4,11373
Wildflower,PG-13,92,"Drama, Thriller",5.2,10,968
James Acaster: Repertoire,TV-MA,205,Comedy,8.4,7,3826
Blood Brother,R,90,"Action, Crime, Drama",4.4,10,1052
Nazi Concentration Camps,Not Rated,59,"Documentary, History",8.3,10,1481
Christmas Crossfire,TV-MA,105,"Comedy, Crime, Thriller",4.8,10,1404
Jerry Seinfeld: 23 Hours to Kill,TV-PG,60,Comedy,6.7,6,5180
Jim Gaffigan: Comedy Monster,TV-14,70,Comedy,6.9,4,1736
How to Ruin Christmas,TV-MA,50,"Comedy, Drama",6.2,7,506
Welcome to Dongmakgol,Not Rated,133,"Comedy, Drama, War",7.6,10,7195
Stand by Me Doraemon 2,Not Rated,96,"Animation, Comedy, Drama",7.5,12,3929
Super Monsters,TV-Y,23,"Animation, Adventure, Comedy",6.2,7,419
The Gabby Douglas Story,Not Rated,86,"Biography, Drama, Sport",6.9,10,1771
My Christmas Inn,TV-G,100,"Comedy, Drama, Romance",5.6,10,2247
Riding Faith,TV-G,81,Family,4.4,10,238
The Great Robbery of Brazil's Central Bank,TV-MA,60,"Documentary, Crime",6.4,1,572
Dragon Age: Dawn of the Seeker,Not Rated,90,"Animation, Action, Adventure",5.7,10,2957
11M: Terror in Madrid,TV-14,92,Documentary,6.9,1,1923
Cells at Work! Code Black,TV-14,24,"Animation, Action, Comedy",7.5,7,502
Found,PG,97,"Documentary, Drama",7.5,10,1234
Latte & the Magic Waterstone,TV-PG,81,"Animation, Adventure, Comedy",5.6,16,993
Stuck Apart,TV-MA,96,"Comedy, Drama",6.0,12,10611
Mighty Little Bheem,TV-Y,6,"Animation, Short, Adventure",6.4,1,260
Mr. Good: Cop or Crook?,TV-14,200,"Documentary, Crime",6.9,1,496
Strong Island,TV-MA,107,"Documentary, Crime",6.4,10,3936
Carnaval,TV-MA,94,Comedy,4.0,10,930
Shot in the Dark,TV-MA,37,"Documentary, Reality-TV",8.0,7,1828
Only for Love,TV-MA,60,"Drama, Musical",7.5,7,23
Godzilla: The Planet Eater,TV-14,91,"Animation, Action, Adventure",5.0,12,4259
Habibie & Ainun,TV-14,120,"Biography, Drama, Romance",7.6,10,2144
Dirty Daddy: The Bob Saget Tribute,TV-MA,83,Comedy,6.6,10,503
Team Zenko Go,TV-Y,24,"Animation, Family",7.4,7,47
"Te quiero, imbécil",TV-MA,87,Comedy,5.8,10,3511
Bottom of the World,Not Rated,85,"Drama, Mystery, Thriller",5.1,10,5262
The Secret Diary of an Exchange Student,TV-14,96,"Comedy, Romance",5.3,10,922
Torbaaz,TV-MA,133,"Action, Drama, Sport",6.8,10,17926
The Haunted House: The Secret of the 'Ghost Ball',TV-Y7,26,"Animation, Adventure, Comedy",8.3,7,89
Sahara,TV-Y7,86,"Animation, Adventure, Comedy",5.5,10,2841
Tricked: The Documentary,Not Rated,73,"Documentary, Crime",6.0,12,1514
Maoyu ~ Archenemy & Hero,TV-14,23,"Animation, Fantasy, Romance",6.9,7,656
Bad Boy Billionaires: India,TV-14,59,"Documentary, Biography, Crime",7.9,1,3113
4L,TV-MA,105,"Comedy, Drama",5.9,10,3305
Zig & Sharko,TV-Y,7,"Animation, Comedy, Family",6.8,1,695
Fed Up,PG,92,Documentary,7.7,10,12028
The 69th Primetime Emmy Awards,TV-14,133,News,5.1,12,318
The Cuba Libre Story,TV-14,52,"Documentary, History",7.6,7,1717
Beneath the Leaves,TV-MA,90,Thriller,4.5,10,1538
Gosick,TV-MA,24,"Animation, Comedy, Drama",7.3,7,1291
Burning Sands,TV-MA,96,Drama,6.0,10,2886
Deep,TV-MA,101,"Drama, Mystery, Sci-Fi",4.8,18,1483
Gun,R,82,"Action, Crime, Thriller",3.8,10,3791
Gamers!,TV-14,24,"Animation, Comedy, Romance",6.7,7,1455
The Speed Cubers,TV-PG,39,"Documentary, Short, Sport",7.4,10,3575
Silencer,Not Rated,88,"Drama, Thriller",3.8,10,1142
Backlash,Passed,84,"Action, Adventure, Mystery",6.6,10,1665
The Dreamlife of Georgie Stone,PG,27,"Documentary, Short, Biography",4.7,10,70
Hijacked,R,86,"Action, Crime, Thriller",3.8,10,3695
Alphablocks,TV-Y,5,Animation,8.0,5,75
Cek Toko Sebelah: The Series,TV-14,22,Comedy,7.7,7,145
Pete Davidson Presents: The Best Friends,TV-MA,58,"Documentary, Comedy",4.8,10,695
Death by Magic,TV-14,35,Reality-TV,6.1,7,656
American Dreamer,R,92,"Crime, Drama, Thriller",6.2,10,976
The Oscars,TV-14,170,Music,6.5,10,1194
The Disappearance of Haruhi Suzumiya,Not Rated,162,"Animation, Drama, Family",8.0,12,7320
Mea Maxima Culpa: Silence in the House of God,TV-14,106,Documentary,8.0,10,3910
Dragons: Rescue Riders: Secrets of the Songwing,TV-Y,46,"Animation, Action, Adventure",5.1,12,187
Generation Iron,PG-13,106,"Documentary, Drama, Sport",7.0,10,7886
And Breathe Normally,TV-14,95,Drama,6.9,10,3122
Homecoming: A Film by Beyoncé,TV-MA,137,"Documentary, Music",7.5,12,7168
Demoted,R,94,Comedy,5.3,10,2021
Biggie: I Got a Story to Tell,R,97,"Documentary, Biography, Music",6.8,10,5115
Home Game,TV-14,36,"Documentary, Sport",7.0,7,872
17 Girls,Not Rated,86,Drama,6.0,12,3307
Elize Matsunaga: Once Upon a Crime,TV-MA,197,"Documentary, Biography, Crime",5.9,7,2216
Angry Birds Stella,TV-Y7,6,Animation,7.2,7,109
You vs. Wild,TV-PG,20,"Adventure, Reality-TV",6.6,1,2641
Fugitiva,TV-MA,60,Drama,5.6,7,677
Meitantei Conan: Zero no Tea Time,TV-PG,13,"Animation, Comedy, Crime",6.5,1,156
Away,Not Rated,105,"Crime, Drama",6.6,10,3092
Jimmy Carr: His Dark Material,TV-MA,59,Comedy,7.1,6,5023
Futuro Beach,Unrated,106,"Drama, Romance",6.3,10,3133
Turbo FAST,TV-Y7,23,"Animation, Action, Adventure",6.3,7,622
Zumbo's Just Desserts,TV-14,52,Reality-TV,6.9,5,2199
Running Wild,PG,99,"Drama, Western",5.8,10,1406
Home: Adventures with Tip & Oh,TV-Y7,23,"Animation, Short, Adventure",6.0,7,617
Never Stop Dreaming: The Life and Legacy of Shimon Peres,TV-14,129,Documentary,6.7,10,252
The House Next Door,Not Rated,137,Horror,6.7,10,2463
Watashi ga Motete Dousunda,TV-PG,23,"Animation, Comedy, Drama",6.6,7,1276
Hold Your Breath,R,87,"Horror, Thriller",3.3,10,2004
Her Infidelity,TV-14,83,"Drama, Thriller",3.5,10,565
My Little Pony: Make Your Mark,TV-Y,44,"Animation, Short, Adventure",6.5,10,135
This Is Pop,TV-MA,44,Music,6.9,7,1180
The Plagues of Breslau,TV-MA,110,"Action, Crime, Mystery",5.9,10,5084
Bad Day for the Cut,Not Rated,99,"Action, Crime, Drama",6.5,10,8260
Rurouni Kenshin: Reflection,Not Rated,83,"Animation, Adventure, Drama",8.0,7,4202
Morris from America,R,91,"Comedy, Drama, Romance",6.3,10,5379
Pinky Malinky,TV-Y7,12,"Animation, Comedy, Family",5.5,7,1061
SSSS.Gridman,TV-14,23,"Animation, Action, Adventure",7.0,7,697
Orgasm Inc.,Not Rated,73,Documentary,5.9,10,557
Luck,Not Rated,141,"Action, Adventure, Drama",4.8,10,2778
Notes for My Son,TV-MA,84,Drama,6.4,10,943
Dead Kids,TV-MA,98,Thriller,5.4,10,585
Chandni Bar,Not Rated,150,"Crime, Drama",7.6,10,2650
Struggle: The Life and Lost Art of Szukalski,TV-MA,115,"Documentary, Biography",7.9,10,4272
Tiger King: The Doc Antle Story,TV-MA,127,"Documentary, Biography, Crime",6.2,7,1671
Llama Llama,TV-Y,24,"Animation, Adventure, Family",6.1,7,274
Big Tree City,TV-Y,24,"Animation, Action, Adventure",8.2,7,49
44 Cats,TV-Y7,13,"Animation, Adventure, Comedy",6.0,7,290
Como Caído Del Cielo,TV-14,112,"Comedy, Drama, Musical",6.5,10,1471
Dave Chappelle: Equanimity,TV-MA,60,Comedy,8.1,6,12553
Iron Chef: Mexico,TV-MA,50,"Game-Show, Reality-TV",8.7,1,8
The Women and the Murderer,TV-14,92,"Documentary, Crime",6.4,12,1324
Kipper,TV-Y,47,"Animation, Short, Comedy",7.0,7,967
Monster Hunter: Legends of the Guild,TV-14,58,"Animation, Action, Adventure",5.1,10,1312
Beyblade Burst,TV-Y7,24,"Animation, Action, Adventure",6.6,7,602
Dealin' with Idiots,Not Rated,88,Comedy,5.4,10,1433
A Little Help with Carol Burnett,TV-G,23,Talk-Show,6.3,7,240
Taylor Tomlinson: Quarter-Life Crisis,TV-14,61,Comedy,7.4,4,3960
Bon Cop Bad Cop 2,Not Rated,126,"Action, Comedy, Crime",6.6,10,4194
Yucatán,TV-MA,129,"Adventure, Comedy, Romance",5.5,10,2175
Shadow,TV-MA,45,"Action, Crime, Drama",6.5,7,979
Goedam,TV-MA,10,"Short, Horror, Mystery",5.7,7,995
Rage of Bahamut: Genesis,TV-14,24,"Animation, Action, Fantasy",7.3,7,1515
Rainbow Ruby,TV-Y,11,"Animation, Adventure, Comedy",6.5,7,81
Fierce,TV-MA,118,"Comedy, Music",5.5,10,1266
"Ariana Grande: Excuse Me, I Love You",TV-MA,97,"Documentary, Music",6.3,12,2642
The Land Before Time XIV: Journey of the Brave,G,82,"Animation, Adventure, Comedy",5.6,18,766
Tactical Force,R,91,Action,4.7,10,5916
The Gospel of John,Unrated,160,Drama,7.7,10,928
The Man Without Gravity,TV-14,107,"Comedy, Drama, Fantasy",5.8,10,2572
Tragic Jungle,TV-MA,96,"Adventure, Drama, Mystery",5.6,10,971
Ben Platt Live from Radio City Music Hall,TV-PG,85,Music,8.3,12,507
Murder to Mercy: The Cyntoia Brown Story,TV-MA,96,Documentary,6.3,1,2818
Ang probinsyano,TV-14,99,"Action, Adventure, Crime",3.6,7,296
The Snitch Cartel: Origins,TV-MA,60,"Crime, Drama",5.6,7,195
Shinchan,TV-PG,25,"Animation, Comedy, Family",8.4,7,969
The Mr. Peabody & Sherman Show,TV-Y7,23,"Animation, Adventure, Comedy",5.5,7,457
They'll Love Me When I'm Dead,TV-MA,98,Documentary,7.4,10,5097
Astro Boy,TV-Y7,30,"Animation, Action, Adventure",6.9,7,485
Papa Hemingway in Cuba,R,110,"Biography, Drama",6.3,10,1548
Hi Score Girl,TV-PG,25,"Animation, Comedy, Romance",8.0,7,2045
One of Our Dinosaurs Is Missing,G,94,"Adventure, Comedy, Family",5.9,10,1817
Seven in Heaven,PG-13,94,"Drama, Horror, Mystery",5.3,10,2748
Light in the Dark,TV-14,105,Thriller,5.6,10,38
Zeitgeist: Addendum,Not Rated,123,"Documentary, History, War",8.2,10,18368
Shaun the Sheep: The Flight Before Christmas,TV-Y,30,"Animation, Comedy, Family",7.3,10,1515
Derren Brown: Pushed to the Edge,TV-MA,68,Reality-TV,7.5,10,3781
The Age of Spin: Dave Chappelle Live at the Hollywood Palladium,TV-MA,67,Comedy,8.1,6,12653
Cities of Last Things,TV-MA,106,"Crime, Drama, Sci-Fi",6.2,10,1700
Mini Force: The Beginning,TV-Y7,20,"Animation, Action, Adventure",4.7,7,62
Zach Galifianakis: Live at the Purple Onion,Unrated,90,"Documentary, Comedy",7.2,10,4009
Godzilla: City on the Edge of Battle,TV-14,101,"Animation, Action, Adventure",5.8,12,4961
Rhythm + Flow,TV-MA,52,"Music, Reality-TV",7.6,7,1622
Girls Incarcerated: Young and Locked Up,TV-MA,45,"Documentary, Reality-TV, Talk-Show",7.2,1,1116
Temple,TV-MA,78,"Adventure, Drama, Horror",3.6,10,5085
Game On! A Comedy Crossover Event,TV-G,30,"Comedy, Family",5.5,7,224
Tell Me When,TV-MA,95,Comedy,5.7,10,1033
Laddaland,Not Rated,125,"Drama, Horror, Mystery",6.2,10,2338
Sword Art Online Alternative: Gun Gale Online,TV-14,24,"Animation, Action, Adventure",6.8,7,2395
The Fisherman's Diary,TV-MA,143,Drama,6.4,10,644
The Joel McHale Show with Joel McHale,TV-MA,30,Comedy,7.1,7,2409
Magia Record: Puella Magi Madoka Magica Side Story,TV-14,24,"Animation, Action, Drama",6.1,7,373
Diabolically Yours,G,93,"Crime, Drama, Thriller",6.0,10,1467
Just Short of Perfect,TV-14,94,"Comedy, Romance",5.3,10,1047
Dragnet,Approved,88,"Crime, Drama, Film-Noir",6.6,10,1041
Danur,TV-14,74,Horror,5.3,10,891
Manson Family Vacation,Not Rated,84,"Comedy, Drama, Thriller",5.8,10,3027
Angry Birds Toons,TV-Y,3,"Animation, Action, Adventure",6.1,7,848
The House of Flowers: The Movie,TV-MA,86,"Comedy, Drama",5.5,10,875
Surviving Paradise: A Family Tale,TV-G,78,Documentary,7.5,6,653
King of Boys: The Return of the King,TV-MA,439,"Crime, Drama",6.2,7,263
Patton Oswalt: We All Scream,TV-MA,58,"Documentary, Comedy",5.4,4,239
High on the Hog: How African American Cuisine Transformed America,TV-14,210,"Documentary, History",7.7,7,711
"Barbie: Big City, Big Dreams",TV-Y,60,"Animation, Family, Musical",5.7,10,331
Death Clique,TV-PG,83,"Crime, Drama, Mystery",5.4,10,1352
Full Count,TV-PG,110,"Drama, Fantasy, Sport",5.6,10,664
Travis Scott: Look Mom I Can Fly,TV-MA,84,"Documentary, Music",6.3,10,4728
Awake: The Million Dollar Game,TV-PG,41,Game-Show,5.9,7,803
Habibie & Ainun 3,TV-14,121,"Biography, Drama, Romance",7.2,10,320
Staged Killer,TV-14,88,Thriller,3.6,10,319
Amy Schumer: The Leather Special,TV-MA,57,Comedy,3.1,6,9988
All the Freckles in the World,TV-14,91,"Comedy, Romance, Sport",5.2,10,1313
Naked Among Wolves,Not Rated,105,"Drama, History, War",7.2,10,4007
Rea(l)ove,TV-MA,40,Reality-TV,6.6,3,224
Sword Gai: The Animation,TV-MA,22,"Animation, Action, Fantasy",5.8,7,950
"Mom, Don't Do That!",TV-MA,50,"Comedy, Drama, Romance",6.1,7,193
Jenni Rivera: Mariposa de Barrio,TV-MA,45,"Drama, Musical",7.2,7,247
1920,Unrated,138,"Horror, Mystery, Romance",6.4,10,3555
One Second,TV-14,88,"Comedy, Romance",4.7,10,433
House of Bodies,Not Rated,79,"Crime, Drama, Thriller",3.8,12,6847
Connected: The Hidden Science of Everything,TV-14,45,"Documentary, Comedy",7.5,7,1746
Trial 4,TV-MA,437,"Documentary, Crime",7.4,7,2124
The Bleeding Edge,TV-14,99,Documentary,7.6,10,2765
The Rachel Divide,TV-MA,100,Documentary,6.3,10,2600
Choose,R,83,"Crime, Drama, Horror",4.7,10,4409
Aliens on the Moon: The Truth Exposed,Not Rated,86,Sci-Fi,3.4,10,1025
Street Food: Latin America,TV-PG,30,Documentary,7.8,7,1386
The Lighthouse of the Whales,TV-MA,110,"Biography, Drama, Romance",6.7,10,3942
The Waiting Room,Not Rated,81,Documentary,7.1,4,858
Xiaolin Chronicles,TV-Y7-FV,22,"Animation, Short, Action",6.7,7,1064
Switched,TV-MA,35,"Drama, Sci-Fi",7.1,7,1460
Touchy Feely,R,89,"Comedy, Drama",5.3,10,3744
Torrente 4,Unrated,93,"Action, Comedy, Crime",5.4,10,5125
Prime Time,TV-MA,93,"Drama, Thriller",5.2,10,1822
Baggio: The Divine Ponytail,TV-MA,91,"Biography, Drama, Sport",6.1,10,4529
Darc,TV-MA,97,"Action, Crime, Thriller",5.8,10,4541
Little Boxes,Not Rated,84,"Comedy, Drama",5.9,10,2046
The Oscars,TV-14,175,Music,6.4,10,2159
My Amanda,TV-14,89,"Drama, Romance",5.7,10,320
My Perfect Romance,PG,91,Romance,4.6,10,3096
Detention,TV-MA,50,"Drama, Horror, Mystery",6.3,7,534
Nicole Byer: BBW (Big Beautiful Weirdo),TV-MA,65,Comedy,5.7,4,561
Hasan Minhaj: Homecoming King,TV-MA,73,Comedy,8.2,4,7306
Everything Will Be Fine,TV-MA,35,"Comedy, Drama",6.3,7,344
The Killer Is Loose,Passed,73,"Crime, Drama, Film-Noir",6.6,10,2137
Jonah: A VeggieTales Movie,G,82,"Animation, Adventure, Comedy",6.4,14,4260
Forest of Piano,TV-PG,25,"Animation, Adventure, Drama",7.2,7,937
The Idhun Chronicles,TV-14,25,"Animation, Action, Adventure",5.4,7,585
The Journey Is the Destination,R,123,Drama,6.3,10,646
Skew,Not Rated,83,"Horror, Thriller",4.4,10,2017
The Naked Civil Servant,TV-14,77,"Biography, Comedy, Drama",7.9,10,1741
Bert Kreischer: The Machine,TV-MA,70,Comedy,7.6,4,1606
The Comedy Lineup,TV-MA,15,Comedy,6.0,7,487
Shepherds and Butchers,R,102,"Crime, Drama, Mystery",6.8,10,3388
H2O: Mermaid Adventures,TV-Y7,25,"Animation, Adventure, Comedy",5.5,7,205
The Last Word,TV-MA,40,"Comedy, Drama",7.0,7,979
Suzzana: Buried Alive,TV-MA,125,"Drama, Horror, Thriller",5.5,12,948
Monty Python: The Meaning of Live,Not Rated,90,Documentary,7.6,12,618
Audible,PG-13,39,"Documentary, Short, Sport",6.7,4,2395
The Martha Mitchell Effect,PG,40,"Documentary, Short, History",6.8,12,413
Byron Baes,TV-MA,40,Reality-TV,2.7,1,507
Citation,TV-MA,151,"Drama, Thriller",6.1,10,981
LUV,R,94,"Crime, Drama",5.9,10,2192
Followers,TV-MA,40,"Drama, Romance",6.4,7,576
All About the Washingtons,TV-PG,25,"Comedy, Music",4.6,7,731
Cupcake & Dino: General Services,TV-Y7,23,"Animation, Action, Comedy",7.6,7,749
Fairy gone,M,23,"Animation, Action, Fantasy",5.8,7,364
Deepa & Anoop,TV-Y,25,"Animation, Adventure, Comedy",8.6,7,42
Deuces,TV-MA,87,"Action, Crime, Drama",5.8,10,1020
How Sarah Got Her Wings,Unrated,88,"Drama, Fantasy",5.5,12,1791
Naruto SD: Rock Lee & His Ninja Pals,TV-14,24,"Animation, Action, Comedy",7.2,7,914
Mostly Sunny,TV-MA,83,Documentary,5.4,10,759
The Task,R,94,Horror,4.2,10,3527
3 Geezers!,Not Rated,81,Comedy,3.3,10,769
Puff: Wonders of the Reef,TV-G,62,"Documentary, Family",7.2,4,837
Thriller,TV-MA,87,"Crime, Drama, Horror",3.6,10,1223
Milestone,TV-14,98,Drama,6.6,10,654
Zoolander: Super Model,Not Rated,84,"Animation, Comedy, Sci-Fi",4.9,10,168
Queer Eye: Germany,TV-14,45,Reality-TV,7.2,7,1143
K,TV-14,24,"Animation, Action, Drama",7.0,7,2388
Ungli,Not Rated,114,"Crime, Drama, Thriller",5.8,10,3951
Have You Ever Seen Fireflies?,TV-14,113,"Comedy, Drama",6.1,10,5072
How to Fix a Drug Scandal,TV-MA,211,"Documentary, Crime",7.0,7,3371
Òlòtūré,TV-MA,106,"Crime, Drama",5.5,10,810
Bill Burr: I'm Sorry You Feel That Way,TV-MA,80,Comedy,8.2,4,8296
I Do,Not Rated,91,"Drama, Romance",6.4,10,1178
"Young, Famous & African",TV-MA,45,Reality-TV,4.7,7,435
Country Queen,TV-MA,60,Drama,5.2,7,220
Keith Richards: Under the Influence,TV-PG,81,"Documentary, Music",7.1,10,3418
Spark: A Burning Man Story,Not Rated,90,"Documentary, Action, Biography",6.2,12,576
The Great Father,PG,151,"Action, Crime, Drama",6.9,10,7717
The Chanting Revisited,TV-14,105,"Comedy, Horror",4.6,10,693
League of Legends Origins,Not Rated,77,Documentary,6.5,10,1020
Carmel: Who Killed Maria Marta?,TV-14,229,"Documentary, Crime, Mystery",7.0,7,2515
Lady Tamara,TV-14,225,"Biography, Reality-TV",4.2,7,85
Boi,TV-MA,110,"Mystery, Thriller",5.0,10,692
The Big Day,TV-MA,40,"Reality-TV, Romance",4.7,7,347
BreadCrumbs,R,88,"Horror, Thriller",3.2,10,874
The Way Home,PG,89,"Drama, Family",6.0,10,746
Rape Zombie: Lust of the Dead 2,Not Rated,67,Horror,3.4,10,437
Godzilla: Planet of the Monsters,TV-14,89,"Animation, Action, Adventure",6.0,12,8649
Taylor Swift: Reputation Stadium Tour,TV-PG,125,"Documentary, Music",8.4,10,5544
You Animal!,TV-MA,73,"Animation, Comedy, Romance",6.4,10,278
Cult of the Cobra,Approved,82,"Fantasy, Horror",5.7,10,1372
Pickpockets,TV-MA,108,"Crime, Drama",5.4,10,1211
Pool Party,Not Rated,92,Comedy,5.2,10,1113
Crazy Awesome Teachers,TV-14,101,"Comedy, Drama",6.1,10,460
The Sensuous Assassin,R,78,"Mystery, Thriller",5.6,10,456
Rising Phoenix,PG-13,105,"Documentary, Sport",8.1,12,1704
Jiva!,TV-MA,50,Drama,5.6,7,272
Grass is Greener,TV-MA,97,Documentary,7.1,10,1377
Saving Capitalism,TV-PG,73,Documentary,6.8,12,3252
Trivia Quest,TV-G,9,"Animation, Short, Adventure",5.7,1,213
Along Came Jones,Approved,90,"Comedy, Romance, Western",6.4,10,2163
Hold Your Breath: The Ice Dive,TV-PG,40,"Documentary, Short, Sport",6.5,10,597
The Inheritor,PG,112,"Action, Drama, Thriller",6.3,10,1203
Winnetou: The Last Shot,Approved,93,"Action, Adventure, Western",6.6,10,2612
Dad Wanted,TV-14,102,"Comedy, Drama, Family",5.7,12,1095
Cat Burglar,TV-14,12,"Animation, Short, Comedy",6.6,8,477
A New York Christmas Wedding,TV-MA,88,"Drama, Romance",5.3,10,1135
All Hail King Julien: Exiled,TV-Y7,23,"Animation, Short, Adventure",7.4,7,586
Transformers: Cyberverse,TV-Y7-FV,11,"Animation, Short, Action",6.6,7,377
Stash House,R,99,Thriller,4.7,10,2776
Happiness Ever After,TV-MA,99,"Drama, Romance",4.4,10,168
Mo,Not Rated,105,"Comedy, Drama, Family",6.6,10,218
Kevin Hart: Let Me Explain,R,75,"Documentary, Comedy",6.6,12,9080
Frank and Cindy,R,102,Comedy,6.1,10,873
Dave Chappelle: 8:46,TV-MA,27,"Short, Comedy",8.1,6,3358
Leyla Everlasting,TV-MA,112,Comedy,3.7,10,7551
Pinkfong and Baby Shark's Space Adventure,TV-Y,66,"Animation, Adventure, Family",5.0,14,89
Trailer Park Boys: Don't Legalize It,TV-14,95,"Comedy, Crime, Drama",7.3,10,4763
How to Be a Man,Not Rated,85,Comedy,6.7,10,3304
Holiday Rush,TV-PG,92,"Comedy, Drama, Family",4.9,10,2740
"Oh, Hello on Broadway",TV-MA,104,Comedy,7.7,12,3161
Supermensch,R,85,"Documentary, Biography, Music",7.4,12,3307
The Last Heist,TV-MA,84,"Action, Horror, Thriller",3.6,10,2632
Larva Pendant,TV-Y7,33,"Animation, Short, Family",5.4,6,69
The Death and Life of Marsha P. Johnson,TV-MA,105,"Documentary, Biography",7.2,10,2992
Revisions,TV-MA,36,"Animation, Action, Sci-Fi",5.9,7,623
Dovlatov,PG-13,126,"Biography, Drama",6.4,10,2027
The Chosen,R,88,"Horror, Thriller",3.5,10,2149
Transformers: BotBots,TV-Y7,25,"Animation, Action, Adventure",6.9,7,84
Hollywood & Wine,R,95,Comedy,3.5,12,429
Battle,TV-MA,95,"Drama, Romance",5.9,10,4300
Dave Chappelle: The Bird Revelation,TV-MA,49,Comedy,7.8,4,10143
